features,labels
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.15379617 0.         0.05829662
 0.02833809 0.20790195 0.13173041 0.1698206  0.01603044 0.15946378
 0.01075355 0.         0.         0.         0.18639485 0.14306565
 0.10138544 0.         0.00716903 0.00358452 0.         0.07603907
 0.16573611 0.16488775 0.00566762 0.00760391 0.         0.00358452
 0.09285939 0.00801522 0.02281172 0.0306857  0.         0.
 0.02281172 0.00801522 0.08360725 0.14754686 0.         0.02027709
 0.01700285 0.02867613 0.         0.01774245 0.         0.17021733
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00716903 0.         0.04308881
 0.03967333 0.0215071  0.         0.00253464 0.         0.00358452
 0.0430142  0.         0.00253464 0.         0.         0.
 0.00506927 0.00801522 0.05284802 0.12153552 0.00801522 0.22304796
 0.34183506 0.22224002 0.02501808 0.05322735 0.00801522 0.14512572
 0.1310313  0.         0.25346358 0.0623438  0.05376775 0.00566762
 0.01013854 0.         0.0666044  0.03134092 0.         0.2483943
 0.17375133 0.01792258 0.         0.00506927 0.         0.01433807
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02509161 0.         0.03041563
 0.09205709 0.05018323 0.         0.01520782 0.00801522 0.04417757
 0.36625721 0.03206089 0.13940497 0.         0.01075355 0.00566762
 0.02281172 0.         0.20039488 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.10587765 0.02866076 0.10422828 0.06289729 0.15060543 0.
 0.00226583 0.         0.00320437 0.00320437 0.         0.19259574
 0.08019559 0.13458357 0.02026622 0.01132916 0.         0.00320437
 0.09634893 0.00716519 0.04305081 0.01519966 0.11215298 0.13802633
 0.08156996 0.01433038 0.08353145 0.08002488 0.01433038 0.04305081
 0.00716519 0.16983165 0.20808883 0.11329161 0.         0.03711026
 0.00506656 0.00716519 0.05437998 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.04642118 0.00716519 0.09063329 0.07512904 0.03204371 0.01223175
 0.01812666 0.         0.00320437 0.03204371 0.00716519 0.08156996
 0.14815944 0.06408742 0.17262293 0.08610163 0.         0.06460741
 0.00827093 0.         0.05211414 0.13802633 0.17303602 0.
 0.0067975  0.         0.         0.03070152 0.00716519 0.54606557
 0.44642785 0.10574424 0.00506656 0.02039249 0.         0.04031463
 0.0549943  0.         0.01812666 0.02026622 0.05767867 0.03249797
 0.04531665 0.00716519 0.07205615 0.0549943  0.         0.06117747
 0.12159732 0.15701417 0.04263107 0.07930413 0.01433038 0.07578052
 0.00961311 0.         0.00453166 0.         0.         0.
 0.03398748 0.         0.00961311 0.00320437 0.         0.00226583
 0.00506656 0.         0.00506656 0.         0.         0.00506656]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01228975 0.         0.11876561
 0.15702609 0.0245795  0.         0.00579344 0.         0.00819317
 0.10440895 0.01832048 0.25201484 0.16082037 0.18844286 0.02211478
 0.03765739 0.00916024 0.10307938 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00409658 0.         0.18249351 0.18561813 0.16386336 0.
 0.00289672 0.         0.00409658 0.         0.         0.13614595
 0.13379998 0.0245795  0.         0.00579344 0.         0.
 0.04572721 0.         0.06372789 0.13602262 0.22940872 0.
 0.00869017 0.         0.01638634 0.17604524 0.03664096 0.11876561
 0.07929886 0.20892578 0.07661589 0.09848856 0.00916024 0.14471001
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.12079529 0.         0.06372789 0.07124994 0.4424311  0.14675452
 0.08690167 0.01832048 0.06621013 0.         0.00916024 0.07241806
 0.00916024 0.06554534 0.05450111 0.07531478 0.00916024 0.06515901
 0.0211477  0.         0.14483611 0.13491131 0.2048292  0.01295454
 0.01158689 0.         0.00819317 0.0194318  0.01832048 0.03476066
 0.07013863 0.25398822 0.05181814 0.02317378 0.         0.
 0.12517032 0.00916024 0.052141   0.0194318  0.12699411 0.00647727
 0.01158689 0.         0.04096584 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.         0.         0.06763686 0.13187217 0.10931768 0.
 0.0024156  0.         0.         0.         0.         0.05555885
 0.10486492 0.18447358 0.0216058  0.01207801 0.         0.
 0.         0.         0.         0.         0.24596478 0.07562031
 0.03381843 0.         0.         0.03757795 0.         0.0024156
 0.         0.04782648 0.06929212 0.04106524 0.         0.05179703
 0.         0.         0.07488367 0.05625187 0.12981474 0.07469357
 0.04106524 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02589852 0.         0.00966241 0.00540145 0.00683235 0.
 0.00724681 0.0076388  0.00683235 0.14911311 0.03055522 0.07005247
 0.05848922 0.23913242 0.13001869 0.07246807 0.01527761 0.13092348
 0.11693661 0.         0.14735174 0.05085041 0.12298239 0.06481741
 0.07729927 0.0076388  0.11296606 0.15109839 0.0076388  0.15459854
 0.03781016 0.24938096 0.2024749  0.24397583 0.01527761 0.1448204
 0.268035   0.03819402 0.16667656 0.05848922 0.1366471  0.1547886
 0.20049499 0.01527761 0.23936462 0.13092348 0.0076388  0.03140283
 0.         0.19130594 0.13410952 0.14735174 0.02291642 0.16277782
 0.         0.         0.01207801 0.         0.         0.01304026
 0.         0.         0.01024853 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00771736 0.         0.07912648
 0.17483862 0.10804306 0.01830333 0.0136425  0.         0.00385868
 0.00385868 0.         0.0027285  0.         0.21608612 0.14285268
 0.06275548 0.         0.00385868 0.         0.         0.
 0.         0.01543472 0.00610111 0.0027285  0.         0.
 0.         0.         0.12278247 0.23837687 0.11576042 0.
 0.0027285  0.         0.         0.00385868 0.         0.03547049
 0.0746937  0.         0.         0.         0.         0.00771736
 0.04693035 0.         0.02728499 0.03660666 0.19293403 0.04270777
 0.12278247 0.00862827 0.06810229 0.10929542 0.00862827 0.03819899
 0.02083049 0.15048855 0.14032552 0.10641147 0.00862827 0.15523569
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.28247053 0.01725654 0.12278247 0.         0.00385868 0.
 0.010914   0.00862827 0.17875167 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.08165847 0.         0.09004048 0.09404381 0.50548717 0.19314194
 0.28103543 0.03451309 0.14042715 0.07519347 0.00862827 0.08185498
 0.09299703 0.14662987 0.10267208 0.11186847 0.         0.05913257
 0.09188054 0.01725654 0.07639798 0.05996431 0.         0.
 0.0027285  0.         0.03858681 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.01518867 0.02122681 0.02685003 0.
 0.00189858 0.         0.         0.         0.         0.00189858
 0.00424536 0.05907007 0.02971754 0.01329009 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00189858
 0.00424536 0.01611002 0.         0.         0.         0.
 0.0834176  0.00600385 0.04366743 0.02723066 0.03222004 0.03572139
 0.06075468 0.0120077  0.05457149 0.10090547 0.         0.02658017
 0.00849072 0.12351014 0.19880364 0.17087254 0.         0.1328723
 0.12786729 0.03001924 0.1404952  0.06119356 0.24970528 0.05094435
 0.04176884 0.         0.06799651 0.002685   0.         0.04746459
 0.09764333 0.20943023 0.07568813 0.12530653 0.00600385 0.02971754
 0.06817901 0.00600385 0.22593148 0.02122681 0.00537001 0.
 0.00189858 0.         0.01879502 0.2348317  0.0120077  0.35883234
 0.23233987 0.06981008 0.03996675 0.02847876 0.         0.15928661
 0.28058855 0.03001924 0.09872635 0.04845748 0.03490504 0.00849072
 0.09682778 0.0240154  0.20242915 0.00537001 0.         0.00189858
 0.         0.01074001 0.02898915 0.02278301 0.00600385 0.
 0.06418686 0.         0.05695751 0.05021596 0.01879502 0.01873994
 0.02278301 0.0120077  0.04114648 0.04876577 0.         0.01329009
 0.02971754 0.05638506 0.02723066 0.09113203 0.0120077  0.0731133
 0.21785025 0.00600385 0.07784193 0.03323451 0.11814013 0.09266959
 0.18036546 0.03001924 0.23370705 0.         0.         0.
 0.         0.         0.         0.00189858 0.         0.01498537]",2
"[0.00376507 0.         0.03727225 0.0714371  0.06024106 0.
 0.0026623  0.         0.         0.         0.         0.05058377
 0.09176223 0.26355462 0.         0.0026623  0.         0.
 0.00376507 0.         0.05324607 0.15027177 0.21837384 0.
 0.0026623  0.         0.00376507 0.         0.         0.01597382
 0.03571855 0.28614502 0.03571855 0.01597382 0.         0.
 0.11855001 0.00841894 0.05590838 0.02627822 0.11295199 0.04065025
 0.0718822  0.01683789 0.09534862 0.04482572 0.01683789 0.11714137
 0.         0.18448823 0.04762474 0.03194765 0.         0.04202671
 0.00971816 0.         0.01064921 0.01190618 0.00753013 0.01190618
 0.01064921 0.         0.00971816 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.11163086 0.00841894 0.18636126 0.01785928 0.         0.
 0.01331152 0.00841894 0.07275823 0.04518079 0.         0.50583771
 0.15971209 0.03012053 0.01190618 0.17304974 0.01683789 0.09280553
 0.07967737 0.00841894 0.01863612 0.00841894 0.00753013 0.
 0.01331152 0.         0.07530132 0.10496763 0.03367577 0.22097121
 0.17901584 0.07153625 0.01190618 0.01597382 0.         0.0225904
 0.         0.         0.00798691 0.02032513 0.0451808  0.00841894
 0.02396073 0.00841894 0.01190618 0.         0.         0.02129843
 0.02032513 0.         0.         0.00532461 0.         0.
 0.0985027  0.         0.30350262 0.1205063  0.01882533 0.02627822
 0.13045287 0.01683789 0.14612744 0.00595309 0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.05229689 0.00924487 0.0204644  0.         0.         0.
 0.         0.         0.         0.19583232 0.02773462 0.10816895
 0.02614845 0.09922638 0.17425884 0.08478107 0.         0.04547876
 0.         0.         0.07601062 0.14045168 0.1405707  0.11383866
 0.06139319 0.         0.00413443 0.03720989 0.00924487 0.26896064
 0.07844534 0.         0.         0.00292349 0.         0.04134432
 0.28919253 0.01848974 0.10816895 0.         0.00413443 0.
 0.04092879 0.00924487 0.16979276 0.05441855 0.00924487 0.05262273
 0.0511753  0.04961319 0.01961133 0.03215834 0.         0.05441855
 0.02614845 0.00924487 0.18710305 0.02885621 0.00413443 0.
 0.         0.         0.         0.00413443 0.         0.10524547
 0.22272637 0.17364616 0.         0.01169394 0.         0.00826886
 0.19498925 0.         0.01169394 0.         0.00413443 0.
 0.07016365 0.01848974 0.2726548  0.         0.         0.01461743
 0.         0.         0.         0.00584697 0.         0.07922514
 0.23986035 0.05546923 0.30404248 0.05500465 0.02067216 0.
 0.00292349 0.         0.04134432 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02480659 0.         0.         0.         0.         0.
 0.         0.         0.         0.25304345 0.03697949 0.26603715
 0.07078664 0.08682308 0.07732375 0.11109244 0.01848974 0.17979338
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.02249503 0.         0.01425012 0.0127457  0.01612218 0.00901257
 0.05415047 0.01802514 0.04864049 0.05642762 0.         0.03705033
 0.00637285 0.10479414 0.22723576 0.20805183 0.         0.07086155
 0.         0.         0.00570005 0.0127457  0.25795481 0.03186425
 0.01425012 0.         0.         0.00403054 0.         0.26790235
 0.11252448 0.01612218 0.         0.00285002 0.         0.00403054
 0.12391269 0.         0.04845042 0.04724967 0.1652523  0.05999537
 0.10830095 0.01802514 0.12522083 0.09673305 0.         0.02850025
 0.0382371  0.18540502 0.13537616 0.12825112 0.         0.12157039
 0.         0.         0.         0.         0.0644887  0.01911855
 0.00855007 0.         0.         0.         0.         0.01995017
 0.04460995 0.08867197 0.0254914  0.0114001  0.         0.
 0.10506811 0.00901257 0.0570005  0.0382371  0.29019916 0.15713443
 0.11115097 0.01802514 0.06345453 0.01209163 0.00901257 0.01995017
 0.03186425 0.22571046 0.11097816 0.07410064 0.         0.03692896
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00403054 0.         0.00285002 0.         0.         0.
 0.         0.         0.         0.1003835  0.01802514 0.0456004
 0.         0.20152721 0.13801588 0.1254011  0.00901257 0.09166834
 0.         0.         0.03705032 0.08548676 0.2660159  0.0254914
 0.0114001  0.         0.         0.02015272 0.         0.228002
 0.29888342 0.05642762 0.         0.00855007 0.         0.02015272]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.04646007 0.00764942 0.02660856 0.00540896 0.00684185 0.01081792
 0.01693272 0.         0.06069891 0.01225081 0.         0.0241896
 0.00540896 0.00684185 0.00540896 0.01451376 0.         0.01225081
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.09227491 0.02294827 0.10159631
 0.01081792 0.03420926 0.         0.00483792 0.         0.02052555
 0.13595928 0.         0.2830183  0.16358118 0.20867649 0.01622688
 0.03870336 0.00764942 0.17923095 0.07637065 0.00764942 0.11127215
 0.17888004 0.09920685 0.02928526 0.06047399 0.         0.12195296
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.26586436 0.00764942 0.13546174
 0.17663957 0.12657425 0.02928526 0.03386544 0.         0.16619247
 0.20803125 0.01529884 0.47895403 0.26897626 0.22920203 0.07479739
 0.12336695 0.         0.23881958 0.10198254 0.01529884 0.08224463
 0.03152572 0.09578592 0.05857051 0.07740671 0.         0.09856162]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.09633649 0.02418845 0.04206983
 0.         0.         0.         0.         0.         0.0108174
 0.10715389 0.01209423 0.05736795 0.04630186 0.20553068 0.22442468
 0.11856043 0.         0.02163481 0.0108174  0.         0.16827932
 0.40462253 0.12980885 0.         0.01529812 0.         0.0108174
 0.05584245 0.01209423 0.04589436 0.06841527 0.07572183 0.
 0.00382453 0.         0.0108174  0.30837879 0.03628268 0.1797529
 0.08551909 0.20012197 0.         0.00764906 0.         0.05408702
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.0054087  0.         0.0382453
 0.10970754 0.05408702 0.         0.00382453 0.         0.0054087
 0.06037343 0.         0.01147359 0.         0.06490442 0.0754999
 0.04206983 0.02418845 0.06665985 0.02163481 0.         0.00764906
 0.         0.36779174 0.09761332 0.11856043 0.02418845 0.07294626
 0.0054087  0.         0.09943777 0.32057069 0.15144367 0.0754999
 0.0382453  0.         0.01622611 0.02163481 0.         0.17592837
 0.28428802 0.04326962 0.         0.00382453 0.         0.01622611
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07621849 0.00913876 0.04912879
 0.01938623 0.01634791 0.         0.00288993 0.         0.01634791
 0.01634791 0.         0.00577986 0.00646208 0.01634791 0.15398114
 0.09536766 0.         0.01634791 0.         0.         0.02600936
 0.0581587  0.04086977 0.         0.         0.         0.
 0.05959278 0.         0.06357844 0.02584831 0.05721768 0.17872075
 0.47972823 0.01827752 0.08847942 0.09151774 0.01827752 0.23119433
 0.00913876 0.06947861 0.21906118 0.09536766 0.         0.02452186
 0.00408698 0.         0.00288993 0.         0.10626141 0.09582245
 0.03467915 0.         0.00408698 0.         0.         0.03756908
 0.08400701 0.18800094 0.         0.         0.         0.
 0.05379393 0.         0.12137702 0.1669053  0.11852233 0.
 0.0202295  0.         0.060256   0.17535458 0.01827752 0.06068851
 0.11142329 0.24521862 0.06083538 0.12137702 0.01827752 0.1988278
 0.06130465 0.         0.11270723 0.21749321 0.01634791 0.
 0.02600936 0.         0.10350088 0.         0.         0.05490865
 0.12277948 0.25339257 0.         0.         0.         0.
 0.02452186 0.         0.00866979 0.01292416 0.25339259 0.01292416
 0.0202295  0.         0.02927206 0.00408698 0.         0.02889929
 0.0581587  0.08173954 0.05169662 0.02311943 0.         0.00408698
 0.         0.         0.0202295  0.07643622 0.07356559 0.00913876
 0.00288993 0.         0.00408698 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.02212806 0.         0.08121128 0.16550728 0.         0.
 0.         0.         0.00656286 0.00328143 0.         0.05568773
 0.12667065 0.14438297 0.02594199 0.01160161 0.         0.00656286
 0.         0.         0.         0.         0.22970017 0.07782597
 0.03480483 0.         0.         0.03609574 0.         0.00232032
 0.         0.0525029  0.08731258 0.06728934 0.0073375  0.0582238
 0.00846983 0.0073375  0.0835316  0.13222779 0.01968859 0.
 0.00232032 0.         0.00984429 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.10713581 0.         0.09745353 0.04669558 0.12797581 0.21220285
 0.11369578 0.         0.06150523 0.04044218 0.01467501 0.03248451
 0.05099379 0.08531721 0.07478668 0.15546159 0.         0.02625145
 0.11782206 0.0073375  0.05800805 0.06655899 0.11156866 0.01556519
 0.08817224 0.02201251 0.1959575  0.16695711 0.0073375  0.11601611
 0.06137059 0.10172436 0.07174739 0.12761772 0.0073375  0.07760293
 0.23839305 0.02935001 0.05800805 0.0103768  0.08203578 0.06440988
 0.13921933 0.01467501 0.35262423 0.07463095 0.         0.0208829
 0.01556519 0.09188007 0.18626087 0.31556381 0.03668751 0.13032887
 0.13697814 0.0073375  0.10209418 0.11236438 0.05906576 0.02594199
 0.05336741 0.0073375  0.18779712 0.17161301 0.04402502 0.04872676
 0.0073375  0.         0.         0.01392193 0.         0.07875435
 0.03800271 0.         0.00232032 0.         0.         0.
 0.00232032 0.         0.04594003 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07306891 0.         0.35843934
 0.08526539 0.03235594 0.         0.01271061 0.         0.03595105
 0.14914951 0.0160778  0.04575821 0.0080389  0.04673636 0.02273744
 0.04067397 0.0080389  0.18359471 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.15347771 0.0160778  0.23895955 0.         0.01797552 0.
 0.         0.         0.         0.10926431 0.         0.37114995
 0.03410616 0.0754972  0.04449959 0.02287911 0.0080389  0.03235594
 0.04906998 0.0080389  0.16778011 0.16387114 0.20851607 0.
 0.00508425 0.         0.00719021 0.05358753 0.0080389  0.0330476
 0.         0.0035951  0.01136872 0.0660952  0.         0.05868849
 0.01705308 0.         0.27963352 0.02744651 0.01797552 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.09046102 0.         0.10931128 0.16858023 0.10785314 0.06252795
 0.04575821 0.0080389  0.0760806  0.05033147 0.0080389  0.00762637
 0.0080389  0.         0.         0.02287911 0.0080389  0.09881804
 0.09012199 0.0080389  0.32539172 0.10938209 0.03954615 0.01136872
 0.01525274 0.         0.05601583 0.         0.         0.04575821
 0.11035737 0.17256502 0.05351377 0.01779486 0.         0.0035951
 0.12791792 0.0160778  0.03813184 0.05586831 0.18694546 0.02273744
 0.0330476  0.         0.16352993 0.08711028 0.0160778  0.04321609
 0.01705308 0.02876084 0.         0.00508425 0.         0.02876084]",5
"[0.02033247 0.         0.12123945 0.         0.00428646 0.
 0.         0.         0.         0.26854301 0.01916964 0.09396057
 0.07058224 0.03000523 0.00677749 0.0212169  0.         0.23894202
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.19336061 0.03833928 0.47283382 0.0462796  0.01714585 0.
 0.00303099 0.         0.01714585 0.17881868 0.01916964 0.18185916
 0.01636231 0.30005231 0.08132989 0.04849578 0.         0.06858339
 0.00857292 0.         0.00606197 0.         0.05143754 0.11802467
 0.12123945 0.         0.00857292 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00958482 0.00909296 0.00958482 0.00857292 0.
 0.00303099 0.         0.00857292 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.1920823  0.01916964 0.15761128 0.12760949 0.07286985 0.0761969
 0.11820845 0.00958482 0.1981642  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00428646 0.         0.26975776 0.16711161 0.16288554 0.
 0.         0.         0.01285938 0.         0.         0.03940282
 0.0976922  0.24861478 0.05702725 0.03940282 0.         0.
 0.0571152  0.00958482 0.06365071 0.07735973 0.09858862 0.02033247
 0.03334085 0.         0.03249626 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.04045897 0.         0.00210651 0.         0.         0.
 0.         0.         0.         0.07717451 0.         0.06951485
 0.03768241 0.19661769 0.14521117 0.23803569 0.02664549 0.12455847
 0.00595811 0.         0.00842604 0.0188412  0.16682714 0.06984636
 0.09689949 0.         0.00595811 0.05555675 0.01332274 0.14534923
 0.12361074 0.05660206 0.0047103  0.00631953 0.         0.0268115
 0.06525829 0.00666137 0.02738464 0.0047103  0.02383245 0.0094206
 0.02949115 0.00666137 0.04516927 0.02979056 0.         0.03581068
 0.04239271 0.38727727 0.16405237 0.11585809 0.         0.06304361
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00893717 0.         0.13481668
 0.15187254 0.02979056 0.         0.00210651 0.         0.00893717
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06352704 0.         0.17484038
 0.28214464 0.13703657 0.00666137 0.03159766 0.00666137 0.03921116
 0.26288843 0.05329097 0.1200711  0.0188412  0.06256017 0.04434378
 0.05055626 0.         0.08687606 0.08949572 0.00666137 0.06530183
 0.         0.00893717 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.41884467 0.01998411 0.09268646 0.00666137 0.00595811 0.
 0.03370417 0.00666137 0.28570841 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.09877921 0.         0.01976009
 0.00631213 0.0878271  0.20613428 0.27099554 0.0178534  0.10174704
 0.00399214 0.         0.01411435 0.02524852 0.25549705 0.11514991
 0.03669731 0.         0.00399214 0.03490495 0.         0.2455897
 0.18719791 0.11177995 0.01262426 0.00564574 0.         0.01596856
 0.10573918 0.         0.05928027 0.072048   0.07585068 0.05572617
 0.08750897 0.0178534  0.11205131 0.03992141 0.0178534  0.0564574
 0.0620383  0.29941058 0.08836981 0.11856054 0.         0.11604345
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.08745062 0.0089267  0.06774888 0.05942373 0.17166207 0.02155096
 0.09880046 0.0089267  0.06684208 0.07881851 0.0089267  0.07339462
 0.03156065 0.12375637 0.05680916 0.03105157 0.         0.07417853
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01197642 0.         0.36132736
 0.06943342 0.02395285 0.         0.00282287 0.         0.01197642
 0.10973132 0.         0.04516592 0.         0.         0.
 0.0282287  0.0089267  0.06851424 0.0166164  0.0089267  0.16090359
 0.2135294  0.20759134 0.03047766 0.00846861 0.         0.00399214
 0.01429641 0.         0.09033184 0.13038874 0.24352062 0.00631213
 0.02258296 0.         0.00798428 0.         0.         0.12420629
 0.10775479 0.00798428 0.         0.         0.         0.00399214]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02409155 0.05387034 0.35774124 0.
 0.         0.         0.         0.         0.         0.00602289
 0.01346758 0.39181186 0.01346758 0.00602289 0.         0.
 0.04506321 0.         0.11142341 0.21038145 0.37477653 0.02693517
 0.09636619 0.00952302 0.02129412 0.07309113 0.01904604 0.03011444
 0.0594488  0.09369413 0.04713655 0.03613732 0.         0.09012642
 0.00425882 0.         0.02710299 0.06060413 0.05962354 0.06339336
 0.0210801  0.         0.         0.         0.         0.
 0.         0.         0.00673379 0.00301144 0.         0.
 0.18134559 0.         0.01806866 0.02020138 0.05962354 0.20364766
 0.08130897 0.         0.16609415 0.11142054 0.01904604 0.01505722
 0.00952302 0.06814119 0.1980692  0.25296126 0.00952302 0.14192343
 0.0170353  0.         0.19273238 0.14304354 0.0170353  0.
 0.00301144 0.         0.0170353  0.00851765 0.         0.00903433
 0.         0.12776473 0.21990447 0.21983538 0.         0.00851765
 0.09110701 0.03809208 0.12045774 0.07570561 0.06814119 0.00952302
 0.01204577 0.         0.03407059 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08097308 0.         0.01169628
 0.00653842 0.02481155 0.         0.01462035 0.00924672 0.07404469
 0.25694824 0.01849344 0.21053302 0.11273961 0.14473407 0.20698576
 0.38305315 0.01849344 0.27002507 0.05202627 0.         0.02046849
 0.02615368 0.09511096 0.04847723 0.0672536  0.00924672 0.03308207
 0.09058572 0.00924672 0.03216477 0.05501565 0.08270518 0.
 0.00877221 0.         0.06269995 0.19117407 0.01849344 0.10819058
 0.05118554 0.25638607 0.02615368 0.02631663 0.         0.12059358
 0.03788839 0.         0.0292407  0.05118554 0.09924622 0.
 0.01169628 0.         0.04135259 0.12299674 0.         0.05555733
 0.02615368 0.19435718 0.21781898 0.11696279 0.02774016 0.11953254
 0.00827052 0.         0.00292407 0.         0.07443466 0.04464712
 0.05263326 0.00924672 0.         0.00827052 0.         0.02046849
 0.04193882 0.23157453 0.11656972 0.06432954 0.         0.02615368
 0.00413526 0.         0.00584814 0.01307684 0.23984505 0.13347667
 0.0584814  0.         0.00413526 0.01307684 0.         0.0380129
 0.07463091 0.28533288 0.02615368 0.01462035 0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.15170542 0.0324732  0.27726108
 0.04592405 0.03267553 0.         0.00256723 0.         0.01815307
 0.00726123 0.         0.0077017  0.         0.14522458 0.23101311
 0.10525652 0.         0.02600347 0.         0.         0.02053786
 0.04592405 0.30497165 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.43194753 0.0081183  0.0795842
 0.03108032 0.05808984 0.01959931 0.04364295 0.0162366  0.38298204
 0.09439598 0.0081183  0.08215143 0.         0.         0.
 0.0077017  0.         0.11313822 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.24315557 0.0081183  0.05391188
 0.         0.01815307 0.         0.10268929 0.07306471 0.37214575
 0.05166455 0.         0.1360633  0.07364166 0.20694504 0.01148101
 0.0077017  0.         0.00726123 0.         0.         0.03850848
 0.04256134 0.19605319 0.09184809 0.04364295 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
