features,labels
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02205706 0.04932109 0.13170545 0.01644036
 0.00735235 0.         0.         0.00346593 0.         0.0955806
 0.13739249 0.06931866 0.03288072 0.01960628 0.         0.00346593
 0.01644036 0.         0.01470471 0.01323018 0.         0.
 0.         0.         0.         0.22261773 0.01550012 0.14214551
 0.1602532  0.40204824 0.05934109 0.15685021 0.02325018 0.19142434
 0.01386373 0.         0.02695863 0.01644036 0.2010241  0.03288072
 0.04656491 0.         0.05803156 0.         0.         0.00245078
 0.00548012 0.06931866 0.00548012 0.00245078 0.         0.
 0.05400318 0.         0.00735235 0.         0.00346593 0.
 0.02940942 0.00775006 0.         0.11002055 0.02325018 0.14214551
 0.18765381 0.54415145 0.105452   0.11763767 0.         0.15128489
 0.04707132 0.         0.07107275 0.13379284 0.22875157 0.03288072
 0.02695863 0.00775006 0.0594833  0.00346593 0.         0.09803139
 0.22828461 0.09011425 0.         0.00490157 0.         0.00346593
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01144517 0.0061486  0.07388562
 0.13658012 0.08799161 0.         0.00194436 0.         0.00274974
 0.03663904 0.0061486  0.16915918 0.16912401 0.01924817 0.
 0.00388872 0.         0.02474764 0.06956348 0.0184458  0.09721792
 0.00869543 0.0219979  0.         0.00194436 0.         0.
 0.04604001 0.         0.02916537 0.07931385 0.0219979  0.
 0.00583307 0.         0.03894255 0.0499415  0.0061486  0.10693971
 0.09310294 0.10998952 0.03658262 0.05249767 0.0061486  0.05428922
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.24387631 0.0122972  0.05249767
 0.         0.00274974 0.         0.00194436 0.         0.12648794
 0.07123387 0.0061486  0.20415762 0.17601856 0.10998952 0.02714124
 0.03888717 0.0122972  0.05153948 0.08836543 0.0122972  0.33248527
 0.09055612 0.08249214 0.00869543 0.01749922 0.         0.06094046
 0.32027794 0.0245944  0.33248527 0.04093034 0.03574659 0.00869543
 0.01361051 0.         0.1115875  0.1240396  0.03689161 0.08555177
 0.         0.00824921 0.         0.00388872 0.         0.01649843
 0.0897765  0.0061486  0.24887786 0.0662707  0.01924817 0.0061486
 0.03499845 0.0122972  0.06138668 0.04418271 0.0061486  0.25665531
 0.06521576 0.00274974 0.         0.00194436 0.         0.01924817
 0.26773151 0.0061486  0.06221947 0.0061486  0.01374869 0.01919175
 0.07194126 0.         0.2036675  0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.00908308 0.         0.0706498  0.12504811 0.07266466 0.
 0.00321135 0.         0.00908308 0.         0.         0.01284542
 0.02872323 0.38148946 0.02872323 0.01284542 0.         0.
 0.         0.         0.05138167 0.11489291 0.29974172 0.00718081
 0.00321135 0.         0.         0.08174774 0.         0.00321135
 0.         0.01816616 0.03887842 0.05780438 0.01015519 0.11237325
 0.00908308 0.         0.08991792 0.22906412 0.01816616 0.
 0.         0.         0.00908308 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00718081 0.         0.01605677 0.02154242 0.02724925 0.
 0.00321135 0.         0.         0.22210723 0.04062078 0.06101574
 0.04903362 0.24524324 0.05324004 0.12524283 0.02031039 0.26709435
 0.08174774 0.         0.1059747  0.11068649 0.04541541 0.00718081
 0.01284542 0.         0.09801163 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.05787475 0.         0.02569084 0.02154242 0.04995695 0.03887842
 0.02569084 0.         0.01816616 0.10402716 0.02031039 0.08028386
 0.07775685 0.1317047  0.11068649 0.13166554 0.01015519 0.18344433
 0.08205644 0.         0.20873805 0.08914407 0.09537237 0.02872323
 0.01605677 0.         0.02270771 0.00454154 0.         0.00321135
 0.01015519 0.29974172 0.12504811 0.04817032 0.         0.
 0.05934873 0.03046559 0.04174761 0.03590404 0.26340939 0.08616968
 0.04495896 0.         0.00908308 0.01816616 0.         0.03853626
 0.03887842 0.02724925 0.         0.00963406 0.         0.05069395]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00478947 0.01070957 0.04741329 0.01070957
 0.00478947 0.         0.         0.00677333 0.         0.11494717
 0.13960496 0.02031998 0.         0.00478947 0.         0.00677333
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.19546833 0.01514562 0.43584131
 0.24670065 0.15578651 0.02141914 0.03352625 0.         0.11569613
 0.03922142 0.         0.06465778 0.11504906 0.43349293 0.07496699
 0.10776297 0.01514562 0.07276867 0.02370664 0.00757281 0.03113153
 0.01606435 0.19981315 0.10082217 0.11494717 0.00757281 0.08883302
 0.12269966 0.02271843 0.1101577  0.06333868 0.15239985 0.0579839
 0.1029735  0.01514562 0.09112053 0.12837383 0.00757281 0.03831572
 0.01606435 0.11514655 0.05354785 0.04549992 0.         0.11372801
 0.02709331 0.         0.00957893 0.03656476 0.09482657 0.08475782
 0.09578931 0.02271843 0.04906202 0.06119014 0.00757281 0.18918387
 0.11374977 0.11175989 0.         0.0071842  0.         0.01354665
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.17610651 0.03212871 0.01436839 0.         0.
 0.         0.         0.0071842  0.01070957 0.16255984 0.13073286
 0.06705251 0.         0.         0.00677333 0.         0.0886051
 0.13830566 0.05418661 0.         0.         0.         0.01015999]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.05551491
 0.14286564 0.20608857 0.         0.00346968 0.         0.
 0.02042376 0.         0.13531758 0.13832085 0.18646109 0.09310133
 0.04510586 0.         0.00490687 0.00981374 0.         0.08674204
 0.21911894 0.25515728 0.         0.00693936 0.         0.00981374
 0.10463684 0.0109721  0.08327236 0.16026505 0.10795116 0.03746108
 0.09021173 0.02194419 0.08991623 0.1157096  0.         0.01734841
 0.02327533 0.28459851 0.10085977 0.05204522 0.         0.12552334
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.06245427
 0.08855654 0.06869619 0.         0.         0.         0.00490687
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08626838 0.         0.01040904
 0.         0.00981374 0.0109721  0.13531758 0.03291629 0.28593262
 0.03925497 0.         0.00693936 0.         0.01962748 0.05752276
 0.0381665  0.0109721  0.07028874 0.29289479 0.04388839 0.38860436
 0.02327533 0.01472061 0.         0.00346968 0.         0.0834168
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.04290282 0.0109721  0.30533199 0.09498384 0.00981374 0.03424743
 0.15613567 0.06583258 0.11843196 0.         0.         0.02428777
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.05849005 0.00766276 0.09208071 0.10201971 0.14392934 0.01083677
 0.00969271 0.         0.02056133 0.03626039 0.         0.04604035
 0.02391792 0.09252601 0.13135602 0.12115882 0.00766276 0.02597972
 0.06279622 0.         0.04361718 0.03251032 0.08224535 0.01083677
 0.04604035 0.01532551 0.04908866 0.15157216 0.00766276 0.07269529
 0.04559147 0.23302846 0.01083677 0.00969271 0.         0.10280667
 0.13874389 0.         0.08481118 0.05642825 0.10966045 0.09342731
 0.08481118 0.         0.13476089 0.         0.         0.
 0.         0.030842   0.02616229 0.06300259 0.         0.01625516
 0.135317   0.00766276 0.05330988 0.06726502 0.12336801 0.11192684
 0.11146612 0.01532551 0.16440044 0.1064665  0.00766276 0.10177342
 0.08576455 0.30499313 0.06091698 0.10419659 0.02298827 0.09618583
 0.03139811 0.00766276 0.06057941 0.04783584 0.16791757 0.00541839
 0.00969271 0.         0.0328335  0.         0.         0.00242318
 0.00541839 0.01370756 0.00541839 0.00242318 0.         0.
 0.14416228 0.00766276 0.07511847 0.05100986 0.07196467 0.06857974
 0.02907812 0.00766276 0.03968728 0.09562972 0.01532551 0.20839318
 0.30064075 0.35296958 0.01849953 0.041194   0.         0.12392412
 0.01028067 0.00766276 0.09692706 0.20945781 0.13022179 0.00541839
 0.01211588 0.         0.0328335  0.         0.         0.06057941
 0.13545968 0.13707556 0.00541839 0.00242318 0.         0.        ]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05497133 0.         0.0405902
 0.04125566 0.13568032 0.03883896 0.08487042 0.01166886 0.02693921
 0.01565542 0.00583443 0.01107005 0.01408556 0.20612972 0.17014923
 0.08856044 0.         0.03021794 0.         0.         0.00922505
 0.02062783 0.20352049 0.02475339 0.01107005 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.12499731 0.00583443 0.05904029
 0.10343235 0.27136065 0.11822575 0.13468567 0.01166886 0.141923
 0.01304619 0.00583443 0.03136516 0.05121565 0.09393253 0.02646226
 0.01660508 0.         0.0276087  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.16649904 0.01166886 0.07380037
 0.10997461 0.18525583 0.03471339 0.07011035 0.01166886 0.1515131
 0.06364588 0.01166886 0.19003595 0.11651687 0.22439438 0.09347235
 0.09778548 0.         0.05042235 0.22503508 0.03500659 0.37269185
 0.16048244 0.13307109 0.01821113 0.05535027 0.00583443 0.06674725
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.30969229 0.01166886 0.1402207  0.04638226 0.01304619 0.01408556
 0.07380037 0.00583443 0.22608807 0.01978099 0.00583443 0.07749039
 0.04638226 0.07566788 0.03058783 0.05350527 0.00583443 0.053455  ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01164306 0.00466476 0.03835328 0.04038214 0.06675659 0.01979089
 0.01917664 0.         0.00747077 0.00208614 0.         0.01032588
 0.01319393 0.03546444 0.03105262 0.01622639 0.         0.01494154
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.14301515 0.00932952 0.11505984
 0.08656089 0.27537094 0.03628331 0.09735833 0.00466476 0.12511367
 0.13568618 0.00466476 0.13423648 0.0813302  0.1585469  0.05744048
 0.07965681 0.00466476 0.10081196 0.08028906 0.         0.02065177
 0.00659696 0.15437462 0.1283093  0.23897045 0.         0.08305227
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.18910705 0.00932952 0.03982841
 0.00329848 0.1585469  0.21543611 0.33485364 0.03265331 0.24915681
 0.05996289 0.00466476 0.03982841 0.03708365 0.36507511 0.2274982
 0.20356742 0.00466476 0.05438153 0.08635075 0.01399428 0.06490555
 0.02115717 0.11056561 0.05357607 0.06933093 0.00466476 0.11347062
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01877529 0.         0.00147513
 0.00329848 0.0333783  0.09259193 0.09883346 0.         0.02988308
 0.01251686 0.00466476 0.02212689 0.02252345 0.13351318 0.12034606
 0.07965681 0.         0.0274584  0.         0.         0.02212689
 0.0343511  0.12099632 0.03571738 0.03687815 0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.13108477 0.01205667 0.0762531  0.00852536 0.03774336 0.0699685
 0.03812655 0.         0.04583122 0.04513948 0.00602834 0.03622022
 0.03410142 0.09975031 0.155525   0.06481513 0.         0.03122222
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06149846 0.00602834 0.15441253
 0.01278803 0.00539191 0.         0.         0.         0.01347977
 0.19615417 0.03014168 0.14297456 0.00852536 0.06739885 0.08379084
 0.04575186 0.01205667 0.09115396 0.0647029  0.         0.01143796
 0.01278803 0.09705435 0.09481322 0.07244045 0.00602834 0.07322826
 0.07027806 0.00602834 0.04193921 0.05291779 0.15636535 0.04439244
 0.07053411 0.01205667 0.07454074 0.0914082  0.         0.08197208
 0.16301606 0.19950061 0.01881637 0.04956452 0.01205667 0.07905766
 0.15516512 0.01205667 0.08197208 0.03337006 0.06200695 0.02734173
 0.06672146 0.01205667 0.13228501 0.23717298 0.02411335 0.04384553
 0.01029101 0.11323008 0.06923715 0.0972227  0.02411335 0.22394744
 0.19899212 0.01205667 0.05718982 0.04189542 0.19950061 0.0710028
 0.07434677 0.02411335 0.16576569 0.09905857 0.         0.08387841
 0.09907589 0.17793298 0.03160441 0.07244045 0.00602834 0.11610928
 0.05836501 0.00602834 0.11628598 0.15802201 0.3828255  0.08805352
 0.05718982 0.         0.01774245 0.03479316 0.00602834 0.08578474
 0.15698772 0.11053412 0.         0.00190633 0.         0.01347977]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.09158377 0.00773167 0.0244497
 0.01093424 0.08298502 0.25546707 0.12958338 0.01546335 0.05990327
 0.09929532 0.00773167 0.30806618 0.05373317 0.07952732 0.
 0.00244497 0.         0.02420396 0.09158377 0.         0.04645442
 0.06693196 0.11756211 0.08333332 0.03911951 0.         0.06279987
 0.09906029 0.00773167 0.07090412 0.08973844 0.06915418 0.
 0.0244497  0.01546335 0.07373411 0.02074625 0.00773167 0.02689466
 0.05146862 0.29736298 0.08653588 0.14669817 0.         0.04004421
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.08812606 0.00773167 0.09046387 0.12480571 0.13830836 0.03733182
 0.06112424 0.01546335 0.06681869 0.02766167 0.00773167 0.18581769
 0.20360991 0.29044757 0.02733559 0.0317846  0.         0.06625758
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00691542 0.         0.07090412
 0.21587069 0.02074625 0.         0.00244497 0.         0.00691542
 0.08957436 0.         0.05134436 0.         0.         0.00773167
 0.01466982 0.00773167 0.06480928 0.02766167 0.         0.32518096
 0.34614351 0.06915418 0.01866591 0.00733491 0.         0.02766167
 0.00345771 0.         0.07579406 0.1193386  0.17288546 0.02186847
 0.01466982 0.         0.00345771 0.00345771 0.         0.03178461
 0.07333709 0.02766167 0.         0.         0.         0.00345771]",4
"[0.02060396 0.         0.2389349  0.14873965 0.         0.
 0.         0.         0.02060396 0.24474428 0.01842874 0.19522729
 0.24535492 0.13598615 0.01572992 0.0291384  0.00921437 0.17958883
 0.05769109 0.         0.02622456 0.05212436 0.23076438 0.02606218
 0.05827681 0.00921437 0.09199486 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00412079 0.         0.04953528 0.10582966 0.06593268 0.
 0.         0.         0.00412079 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.17986893 0.02764312 0.12238129 0.05752201 0.10301981 0.11886075
 0.17483041 0.01842874 0.14795992 0.08893139 0.         0.00291384
 0.         0.         0.         0.0145692  0.00921437 0.14795992
 0.         0.         0.0145692  0.03257773 0.06593268 0.03257773
 0.0145692  0.         0.         0.03948189 0.         0.01165536
 0.00651554 0.02472475 0.01303109 0.0291384  0.         0.01648317
 0.27080645 0.01842874 0.16608889 0.02606218 0.34614657 0.10582966
 0.05536297 0.         0.18783041 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00874152 0.01954663 0.14834853 0.07167099
 0.03205224 0.         0.         0.01236238 0.         0.00582768
 0.00651554 0.15659011 0.21929274 0.12820898 0.         0.01648317
 0.16338576 0.00921437 0.0291384  0.         0.03296634 0.06403756
 0.04953528 0.00921437 0.1562015  0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.27310284 0.01700779 0.0833642  0.06863552 0.17494064 0.06262235
 0.09412087 0.         0.25984221 0.         0.         0.016135
 0.03607897 0.31945682 0.01202632 0.00537834 0.         0.
 0.04625384 0.         0.05647252 0.09621059 0.31945682 0.18185388
 0.09681004 0.         0.0266214  0.03165876 0.02551169 0.08067503
 0.04458287 0.09887949 0.03006581 0.02420251 0.         0.03484467
 0.22181164 0.00850389 0.03495918 0.02405265 0.11789478 0.09766963
 0.15328256 0.02551169 0.26390376 0.         0.         0.00268917
 0.         0.00760611 0.02405265 0.07260753 0.         0.01202632
 0.15176365 0.01700779 0.02420251 0.00601316 0.13691007 0.13727103
 0.0994992  0.02551169 0.20207905 0.03104161 0.00850389 0.07260753
 0.02302095 0.15592536 0.25899331 0.12908005 0.00850389 0.04466089
 0.06526913 0.00850389 0.02958084 0.03255654 0.04563669 0.04810529
 0.09412087 0.         0.08870463 0.00380306 0.         0.00268917
 0.         0.08366726 0.22540505 0.07529669 0.         0.00380306
 0.10294105 0.00850389 0.04840502 0.02053022 0.06084892 0.03255654
 0.01344584 0.         0.0532428  0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02044742 0.         0.11328324
 0.01688727 0.00356015 0.         0.         0.         0.00356015
 0.02251636 0.00796073 0.09062659 0.024848   0.04628194 0.01125818
 0.25174053 0.         0.03377454 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.22833351 0.00796073 0.34488454
 0.06425163 0.04272179 0.00562909 0.02013924 0.         0.1690602
 0.06822056 0.         0.01258703 0.01125818 0.05696238 0.02251636
 0.21397947 0.         0.08096995 0.01068045 0.         0.23663611
 0.06988072 0.10680447 0.02717965 0.12838768 0.         0.01068045
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.32777567 0.00796073 0.02517405
 0.         0.00356015 0.01125818 0.11831805 0.03184294 0.40509174
 0.14861278 0.00796073 0.07048735 0.024848   0.08544357 0.024848
 0.05790032 0.         0.18984335 0.0071203  0.         0.11580064
 0.21993453 0.07832327 0.         0.00503481 0.         0.01068045
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.0142406  0.         0.01258703
 0.02251636 0.04628193 0.04173527 0.16866615 0.03184294 0.08029846
 0.0071203  0.         0.093144   0.25370909 0.08544357 0.
 0.00251741 0.         0.0071203  0.00356015 0.         0.03272627
 0.024848   0.         0.         0.         0.         0.00356015]",0
"[0.04705325 0.00825636 0.01566534 0.01751439 0.02215414 0.
 0.00261089 0.         0.02215414 0.09136154 0.01651272 0.03655247
 0.06905589 0.24369559 0.04086691 0.03394158 0.         0.09719967
 0.00369236 0.         0.0861594  0.19549142 0.16246372 0.00583813
 0.00783267 0.         0.00369236 0.01476943 0.00825636 0.06005049
 0.01993262 0.00738472 0.         0.00522178 0.         0.02215414
 0.13043088 0.01651272 0.07571584 0.07147412 0.01846179 0.04670504
 0.09399207 0.03302545 0.21061811 0.00369236 0.         0.
 0.         0.         0.01167626 0.01044356 0.         0.00583813
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.27234354 0.01651272 0.18537325
 0.01167626 0.03692357 0.         0.00261089 0.         0.06646243
 0.07195235 0.00825636 0.14882078 0.         0.03692358 0.
 0.03394158 0.01651272 0.05718292 0.15498178 0.00825636 0.16448612
 0.20474943 0.21415674 0.06079953 0.09138119 0.         0.08123186
 0.10518357 0.02476909 0.23759107 0.11234103 0.07384715 0.04328514
 0.04699604 0.00825636 0.09874625 0.15917608 0.01651272 0.19842771
 0.         0.01846179 0.         0.00261089 0.         0.01476943
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.21071535 0.         0.0287198
 0.         0.00738471 0.00825636 0.02349802 0.00825636 0.19749251
 0.21645624 0.00825636 0.30808514 0.07831391 0.15138665 0.01167626
 0.05221782 0.         0.13197747 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.10522859 0.         0.02627516 0.         0.00412874 0.
 0.00875839 0.         0.06912927 0.01958435 0.00923215 0.0233557
 0.04840085 0.19817967 0.12403421 0.08174494 0.00923215 0.00652812
 0.         0.         0.02919462 0.06528116 0.1816647  0.11750609
 0.05255032 0.         0.         0.         0.         0.01751677
 0.0391687  0.32204197 0.03264058 0.01459731 0.         0.
 0.08698425 0.00923215 0.06130871 0.01576027 0.         0.
 0.         0.         0.03302995 0.0289012  0.         0.06714763
 0.14361855 0.23120962 0.25888454 0.16057043 0.         0.04368681
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03302995 0.         0.00291946 0.         0.01651497 0.
 0.03503355 0.00923215 0.05088493 0.11761482 0.0184643  0.32406033
 0.38067866 0.28075453 0.05492896 0.02627516 0.         0.09736047
 0.08257486 0.         0.0467114  0.03264058 0.04128743 0.00652812
 0.01751677 0.         0.10628796 0.04329744 0.         0.25107375
 0.08374546 0.12386229 0.01305623 0.00875839 0.         0.00412874
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07085864 0.         0.08466441
 0.18325119 0.04954492 0.00923215 0.02043624 0.0184643  0.07565738
 0.01651497 0.         0.05838925 0.07721735 0.14037727 0.03152053
 0.07590602 0.0184643  0.03436995 0.         0.         0.01751677
 0.07068923 0.00825749 0.         0.         0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04114321 0.         0.06276416
 0.02806899 0.11243178 0.01403449 0.00836856 0.         0.01183492
 0.         0.         0.00836856 0.01871266 0.1716064  0.0795288
 0.03556636 0.         0.         0.         0.         0.
 0.         0.0946794  0.05145981 0.02301353 0.         0.
 0.03646505 0.00661592 0.02719781 0.02532858 0.00591746 0.
 0.00209214 0.         0.01183492 0.02243055 0.         0.04811919
 0.10017921 0.27812072 0.03662267 0.10879122 0.00661592 0.03054758
 0.08160517 0.00661592 0.03347422 0.03000675 0.17752387 0.0946984
 0.07113272 0.         0.0998377  0.00591746 0.         0.00209214
 0.         0.02366985 0.07404799 0.10669908 0.         0.00591746
 0.13382415 0.         0.08996197 0.06469166 0.02958731 0.01323185
 0.05230347 0.0264637  0.10671543 0.08600431 0.         0.19666105
 0.23617847 0.4378922  0.15003374 0.14226544 0.         0.13010626
 0.01183492 0.         0.09623838 0.16487087 0.40238743 0.05807573
 0.04811919 0.         0.03894364 0.05669603 0.         0.11088335
 0.13873965 0.08876193 0.02339082 0.03556636 0.00661592 0.06557222
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.1690499  0.01323185 0.10879122
 0.06469166 0.12722545 0.0292041  0.0376585  0.01984777 0.13802218
 0.         0.00661592 0.01882925 0.045979   0.05325716 0.
 0.00209214 0.         0.00591746 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.03957116 0.         0.084669   0.11158593 0.06894124 0.02651316
 0.00898004 0.         0.01919676 0.05244196 0.00405677 0.07953754
 0.09150594 0.20682371 0.03679924 0.07697181 0.00811354 0.04050217
 0.08902123 0.00811354 0.13085209 0.2217798  0.19593825 0.02007999
 0.03335445 0.         0.07163872 0.02206533 0.00405677 0.03463732
 0.01098211 0.01814243 0.01721142 0.02437441 0.         0.05197645
 0.11694702 0.00811354 0.0987805  0.08101599 0.17053885 0.0845806
 0.0808204  0.00811354 0.11758362 0.13982003 0.00405677 0.08595186
 0.09535885 0.16872461 0.07241029 0.1654894  0.02028385 0.17242863
 0.14416067 0.01622708 0.0808204  0.0298739  0.25580828 0.08626097
 0.08851759 0.00405677 0.13812911 0.03974226 0.00405677 0.0141115
 0.02651316 0.06349851 0.04015998 0.04746595 0.         0.04050217
 0.03248528 0.00405677 0.03720304 0.05569103 0.21770917 0.07409065
 0.03592018 0.         0.01088546 0.10792358 0.00405677 0.03720304
 0.02007999 0.09796913 0.10871736 0.08980045 0.02028385 0.09990669
 0.17259973 0.01217031 0.06414318 0.04085602 0.21952341 0.16490057
 0.18088376 0.00811354 0.14585158 0.12378625 0.00811354 0.06670891
 0.02770136 0.11429732 0.06548495 0.0667089  0.00811354 0.15597713
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00362849 0.         0.00128286
 0.         0.05442729 0.08101599 0.03207159 0.         0.00362849
 0.09083547 0.00811354 0.04874882 0.01385068 0.06531275 0.10941339
 0.15522649 0.02434063 0.12935231 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00491801 0.         0.0087976
 0.00491801 0.02488338 0.00983602 0.0131964  0.         0.
 0.         0.         0.010997   0.02459004 0.13685856 0.
 0.         0.         0.         0.         0.         0.
 0.         0.1555211  0.02459004 0.010997   0.         0.
 0.00311042 0.         0.02419341 0.0503734  0.22083996 0.06800833
 0.04398801 0.         0.00491801 0.12803205 0.00695511 0.05278561
 0.04138118 0.18040447 0.19418896 0.12096703 0.01391023 0.12904156
 0.12412355 0.         0.07038081 0.14093467 0.3794715  0.06597122
 0.10557122 0.00695511 0.12050837 0.11609512 0.01391023 0.15615743
 0.14992689 0.25194418 0.12006931 0.14735982 0.01391023 0.18263491
 0.         0.         0.0175952  0.01967204 0.03110422 0.00491801
 0.0087976  0.         0.01113885 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02358054 0.00695511 0.0197946  0.03154516 0.0715397  0.03154516
 0.04178861 0.         0.02980138 0.14097849 0.01391023 0.04398801
 0.04833629 0.0715397  0.04629918 0.09457422 0.02086535 0.20932587
 0.16498187 0.03477557 0.33870768 0.19011475 0.09642308 0.00983602
 0.0197946  0.         0.09823067 0.07377013 0.01391023 0.12976463
 0.0503734  0.07776055 0.09056126 0.04838681 0.         0.
 0.         0.         0.07917842 0.0512172  0.07465013 0.03442606
 0.0175952  0.         0.         0.02488338 0.         0.0087976
 0.         0.08087097 0.03646317 0.03299101 0.         0.04585825]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.02274435
 0.05085792 0.04288717 0.         0.         0.         0.
 0.         0.         0.00758145 0.01130176 0.11436578 0.03390528
 0.03790726 0.         0.01130176 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02527151 0.0565088  0.27161872 0.01130176
 0.0050543  0.         0.         0.00714786 0.         0.10866747
 0.20052308 0.03573931 0.         0.00252715 0.         0.01429572
 0.31117487 0.0159831  0.10108602 0.10542765 0.21800976 0.05085792
 0.31083951 0.03196621 0.46374864 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.0050543  0.01130176 0.257323   0.06781056
 0.0303258  0.         0.         0.         0.         0.00252715
 0.         0.04288717 0.08379367 0.13646613 0.         0.00357393
 0.28973129 0.02397466 0.07581451 0.01364243 0.         0.
 0.00758145 0.         0.26862476 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00714786 0.         0.
 0.         0.0464611  0.04988839 0.17437339 0.         0.05443185
 0.01072179 0.         0.14910188 0.20851463 0.02144358 0.
 0.00758145 0.         0.00714786 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
